"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"498763","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","3,15 Tỷ","55 m²","09/08/2020","23/09/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"498762","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Vĩnh Hưng","3,95 Tỷ","50 m²","09/08/2020","23/09/2020","Trương Định",,,"5","3",,,,"4",,,,
"498761","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Vĩnh Hưng","1,65 Tỷ","30 m²","09/08/2020","23/09/2020","Lĩnh Nam",,,"3","3",,,,"2",,,,
"498760","Nhà riêng","Vĩnh Hưng, Hoàng Mai, Hà Nội","Vĩnh Hưng","2,7 Tỷ","35 m²","09/08/2020","23/09/2020","Vĩnh Hưng",,,"5","4",,,,"3",,,,
"498758","Căn hộ chung cư","Đại Kim, Hoàng Mai, Hà Nội","đường nguyễn xiển hoàng mai hà nội","2,25 Tỷ","83 m²","09/08/2020","23/09/2020","Nguyễn Xiển",,,"10","2",,,,"3",,,,
"498757","Nhà riêng","Thanh Nhàn, Hai Bà Trưng, Hà Nội","Trần Khát Chân, Thanh Nhàn, Hai Bà Trưng, Hà Nội","4,1 Tỷ","46 m²","09/08/2020","23/09/2020","Trần Khát Chân",,,"5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498756","Nhà mặt phố","Khương Trung, Thanh Xuân, Hà Nội","KHƯƠNG TRUNG THANH XUÂN HÀ NỘI","890 Triệu","66 m²","09/08/2020","23/09/2020","Khương Trung",,,"5","4",,,,"5",,,,
"498755","Nhà riêng","Hai Bà Trưng, Hà Nội","Minh Khai, Hai Bà Trưng, Hà Nội","3,05 Tỷ","35 m²","09/08/2020","23/09/2020","Minh Khai","4",,"5","4",,,,"3",,,,
"498754","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","ĐƯỜNG NGUYỄN TRÃI THANH XUÂN HÀ NỘI","278 Triệu","38 m²","09/08/2020","23/09/2020","Bùi Xương Trạch",,,"5","4",,,,"6",,,,
"498824","Nhà biệt thự","Xuân La, Tây Hồ, Hà Nội","Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội","6,4 Tỷ","79 m²","09/08/2020","23/09/2020","Lạc Long Quân","8","3,5","4","6",,"Chỗ để ôtô","Sổ đỏ","6",,"Đông-Nam","Đông-Nam",
"498983","Cửa hàng kiot","Mỗ Lao, Hà Đông, Hà Nội","Mỗ Lao, Mỗ Lao, Hà Đông, Hà Nội","5 Triệu/tháng","40 m²","09/08/2020","08/10/2020","Mỗ Lao","4","30","1","1","Sàn gỗ/đá,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498985","Cửa hàng kiot","Hà Cầu, Hà Đông, Hà Nội","Lê Lai, Hà Cầu, Hà Đông, Hà Nội","15 Triệu/tháng","40 m²","09/08/2020","08/10/2020","Lê Lai","14","20","5","5","Sàn gỗ/đá,Bình nóng lạnh,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498753","Nhà mặt phố","Thanh Xuân, Hà Nội","ĐƯỜNG GIÁP NHẤT THANH XUÂN HÀ NỘI","150 Triệu","73 m²","08/08/2020","22/09/2020","Giáp Nhất",,,"1","1",,,,"1",,,,
"498752","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Lê Trọng Tấn Thanh Xuân Hà Nội","11,2 Tỷ","98 m²","08/08/2020","22/09/2020","Lê Trọng Tấn",,,"3","3",,,,"3",,,,
"498750","Nhà riêng","Mỹ Đình 1, Nam Từ Liêm, Hà Nội","Mỹ Đình","72 Tỷ","64 m²","08/08/2020","22/09/2020","Mỹ Đình",,,"6","6",,,,"1",,,,
"498749","Nhà riêng","Định Công, Hoàng Mai, Hà Nội","đường định công thượng hoàng mai hà nội","265 Triệu","38 m²","08/08/2020","22/09/2020","Định Công Thượng",,,"5","4",,,,"6",,,,
"498748","Nhà riêng","Phúc Xá, Ba Đình, Hà Nội","Tân Ấp, Phúc Xá, Ba Đình, Hà Nội","2,8 Tỷ","35 m²","08/08/2020","22/09/2020","Tân Ấp","3.2",,"5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"498747","Nhà riêng","Bạch Mai, Hai Bà Trưng, Hà Nội","Bạch Mai, Bạch Mai, Hai Bà Trưng, Hà Nội","2,8 Tỷ","34 m²","08/08/2020","22/09/2020","Bạch Mai",,,,,,,"Sổ đỏ",,,,,
"498746","Nhà riêng","Nam Từ Liêm, Hà Nội","đường phùng khoang hà nội","260 Triệu","35 m²","08/08/2020","22/09/2020","Phùng Khoang",,,"5","4",,,,"6",,,,
"498745","Nhà riêng","Mai Động, Hoàng Mai, Hà Nội","Vĩnh Hưng","4,7 Tỷ","67 m²","08/08/2020","22/09/2020","Hoàng Mai",,,"5","3",,,,"4",,,,
"498743","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Vĩnh Hưng","3,95 Tỷ","50 m²","08/08/2020","22/09/2020","Trương Định",,,"5","3",,,,"4",,,,
"498742","Nhà riêng","Láng Thượng, Đống Đa, Hà Nội","Đường Láng, Láng Thượng, Đống Đa, Hà Nội","4,5 Tỷ","38 m²","08/08/2020","22/09/2020","Đường Láng",,,"5",,,,"Sổ hồng",,,,,
"498740","Nhà riêng","Thanh Xuân, Hà Nội","Thanh Xuân, Hà Nội","2,7 Tỷ","34 m²","08/08/2020","22/09/2020",,"3.8","3","5","3","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm",,"Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498739","Nhà riêng","Biên Giang, Hà Đông, Hà Nội","Quốc lộ 6, Biên Giang, Hà Đông, Hà Nội","3,5 Tỷ","109 m²","08/08/2020","22/09/2020","Quốc lộ 6",,,,,,,,,,,,
"498738","Nhà riêng","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy","3 Tỷ","41 m²","08/08/2020","22/09/2020","Ngọc Thụy",,,"5","4",,,,"5",,,,
"498735","Nhà riêng","Văn Quán, Hà Đông, Hà Nội","Quan Nhân Thanh Xuân Hà Nội","5,9 Tỷ","69 m²","08/08/2020","22/09/2020","Văn Quán",,,"3","3",,,,"4",,,,
"498734","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Đại Từ - Đại Kim - Hoàng Mai","2,8 Tỷ","38 m²","08/08/2020","22/09/2020","Đại Từ",,,"5","5",,,,"4",,,,
"498731","Nhà riêng","Ngã Tư Sở, Đống Đa, Hà Nội","Thái Hà, Ngã Tư Sở, Đống Đa, Hà Nội","5,6 Tỷ","48 m²","08/08/2020","22/09/2020","Thái Hà",,,"4",,,,"Sổ đỏ","4",,,,
"498730","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Hoàng Mai, Hà Nội","3,1 Tỷ","45 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498727","Nhà mặt phố","Vĩnh Phúc, Ba Đình, Hà Nội","Vĩnh Phúc, Ba Đình, Hà Nội","13,5 Tỷ","70 m²","08/08/2020","07/10/2020",,,,,,,,,,,,,
"498726","Nhà mặt phố","Hoàng Mai, Hà Nội","Giáp Nhị - Hoàng Mai - Hà Nội","2,45 Tỷ","36 m²","08/08/2020","22/09/2020","Giáp Nhị",,,"4","3",,,,"3",,,,
"498725","Nhà mặt phố","Tân Mai, Hoàng Mai, Hà Nội","Tương Mai, Tân Mai, Hoàng Mai, Hà Nội","29,8 Tỷ","85 m²","08/08/2020","22/09/2020","Tương Mai","4",,"5","5",,,,"5",,"Đông","Đông",
"498724","Nhà riêng","Nhật Tân, Tây Hồ, Hà Nội","Âu Cơ, Nhật Tân, Tây Hồ, Hà Nội","3,55 Tỷ","32 m²","08/08/2020","22/09/2020","Âu Cơ",,,,,,,,,,,,
"498723","Nhà mặt phố","Nghĩa Đô, Cầu Giấy, Hà Nội","Hoàng Quốc Việt, Cầu giấy, hà nội","17,5 Tỷ","87 m²","08/08/2020","22/09/2020","Hoàng Quốc Việt",,,"8",,,,,,,,,
"498721","Nhà riêng","Phú Đô, Nam Từ Liêm, Hà Nội","Lê Quang Đạo, Phú Đô, Nam Từ Liêm, Hà Nội","2,55 Tỷ","30 m²","08/08/2020","22/09/2020","Lê Quang Đạo",,,"4","4",,,,"2",,,,
"498720","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Đền Lừ 2, Hoàng Văn Thụ, Hoàng Mai, Hà Nội","6,6 Tỷ","70 m²","08/08/2020","22/09/2020","Đền Lừ 2",,,,,,,,,,,,
"498719","Nhà riêng","Phúc Diễn, Bắc Từ Liêm, Hà Nội","Phúc Diễn","2,75 Tỷ","45 m²","08/08/2020","22/09/2020","Cầu Diễn",,,"4","3",,,,"3",,,,
"498717","Nhà riêng","Đống Đa, Hà Nội","Láng - Láng Hạ - Đống Đa","5 Tỷ","36 m²","08/08/2020","22/09/2020","Đường Láng",,,"5","4",,,,"3",,,,
"498716","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Ba Đình, Hà Nội","4,95 Tỷ","40 m²","08/08/2020","22/09/2020","Nhân Hòa",,,"5","5",,,,"4",,,,
"498715","Nhà riêng","Ngọc Hà, Ba Đình, Hà Nội","Ngọc Hà, Ngọc Hà, Ba Đình, Hà Nội","2,99 Tỷ","33 m²","08/08/2020","22/09/2020","Ngọc Hà",,,,,,,,,,,,
"498714","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân, Hà Nội","4,3 Tỷ","48 m²","08/08/2020","22/09/2020","Nguyễn Ngọc Nại","3","3","4","3",,,"Sổ đỏ","4",,,,
"498713","Nhà riêng","Vĩnh Hưng, Hoàng Mai, Hà Nội","Vĩnh Hưng","2,7 Tỷ","35 m²","08/08/2020","22/09/2020","Vĩnh Hưng",,,"5","4",,,,"3",,,,
"498712","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","39 Tỷ","51 m²","08/08/2020","22/09/2020","Vũ Tông Phan","3","3","4","3",,,"Sổ đỏ","4",,,,
"498708","Nhà riêng","Tương Mai, Hoàng Mai, Hà Nội","Trương Định","1,8 Tỷ","32 m²","08/08/2020","22/09/2020","Trương Định",,,"3","2",,,,"2",,,,
"498707","Nhà riêng","Ngã Tư Sở, Đống Đa, Hà Nội","Cầu Mới, Ngã Tư Sở, Đống Đa, Hà Nội","6,3 Tỷ","30 m²","08/08/2020","22/09/2020","Cầu Mới",,,,,,,,,,,,
"498705","Nhà riêng","Giáp Bát, Hoàng Mai, Hà Nội","Hoàng Mai, Hoàng Văn thụ, Hoàng Mai, Hà Nội","3,98 Tỷ","55 m²","08/08/2020","22/09/2020","Trương Định",,,"4","5",,,,"4",,,,
"498704","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai, Minh Khai, Hai Bà Trưng, Hà Nội","2,8 Tỷ","34 m²","08/08/2020","22/09/2020","Minh Khai",,,"4",,,"Chỗ để xe máy","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"498702","Nhà riêng","Ba Đình, Hà Nội","Ba Đình, Hà Nội","5,8 Tỷ","40 m²","08/08/2020","22/09/2020","Vĩnh Phúc",,,"4","5",,,,"4",,,,
"498700","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Mai Dịch Cầu Giấy Hà Nội","6 Tỷ","65 m²","08/08/2020","22/09/2020","Mai Dịch",,,"5","4",,,,"4",,,,
"498698","Nhà riêng","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","3 Tỷ","48 m²","08/08/2020","22/09/2020","Lê Đức Thọ","4.8","2","5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498697","Nhà mặt phố","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình Nam Từ Liêm Hà Nội","6 Tỷ","60 m²","08/08/2020","22/09/2020","Mỹ Đình",,,"5","4",,,,"5",,,,
"498690","Nhà riêng","Quan Hoa, Cầu Giấy, Hà Nội","Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội","4,65 Tỷ","46 m²","08/08/2020","22/09/2020","Cầu Giấy","9","2","5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498689","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Khâm Thiên, Văn Chương, Đống Đa, Hà Nội","2,1 Tỷ","24 m²","08/08/2020","22/09/2020","Khâm Thiên","3.5",,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498683","Nhà mặt phố","Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","phạm văn đồng, bắc từ liêm","13,5 Tỷ","75 m²","08/08/2020","22/09/2020","Phạm Văn Đồng",,,"6","5",,,,"4",,,,
"498681","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Bùi Xương Trạch, Khương Trung, Thanh Xuân, Hà Nội","3,1 Tỷ","52 m²","08/08/2020","22/09/2020","Bùi Xương Trạch",,,,,,,"Sổ đỏ",,,,,
"498679","Đất nền khu dân cư","Cổ Đông, Sơn Tây, Hà Nội","Cổ Đông, Sơn Tây, Hà Nội","2,6 Triệu/m²","3600 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498678","Nhà riêng","Kim Giang, Thanh Xuân, Hà Nội","Kim Giang, Kim Giang, Thanh Xuân, Hà Nội","Thỏa thuận/m²","56 m²","08/08/2020","22/09/2020","Kim Giang","4","5","5","5",,,,"6",,,,
"498676","Nhà riêng","Thanh Xuân Bắc, Thanh Xuân, Hà Nội","Nguyễn Trãi, Thanh Xuân Bắc, Thanh Xuân, Hà Nội","3,8 Tỷ","55 m²","08/08/2020","22/09/2020","Nguyễn Trãi",,,,,,,"Sổ đỏ",,,,,
"498671","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai, Minh Khai, Hai Bà Trưng, Hà Nội","4,5 Tỷ","40 m²","08/08/2020","22/09/2020","Minh Khai",,,,,,,"Sổ đỏ",,,,,
"498667","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","3,8 Tỷ","59 m²","08/08/2020","22/09/2020","Vũ Tông Phan",,,,,,,"Sổ đỏ",,,,,
"498666","Nhà riêng","Thạch Bàn, Long Biên, Hà Nội","Nguyễn Văn Linh, Thạch Bàn, Long Biên, Hà Nội","2,73 Tỷ","45 m²","08/08/2020","22/09/2020","Nguyễn Văn Linh","3.5","3.5","4","4","Bàn trà,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"498664","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","48 Triệu/m²","54 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498661","Đất nền khu dân cư","Kiêu Kỵ, Gia Lâm, Hà Nội","Kiêu Kỵ, Gia Lâm, Hà Nội","1,11 Tỷ","46 m²","08/08/2020","22/09/2020",,"4.88","2",,,,,"Sổ đỏ",,,"Tây-Nam","Tây-Nam",
"498660","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung, Khương Trung, Thanh Xuân, Hà Nội","3,05 Tỷ","46 m²","08/08/2020","22/09/2020","Khương Trung",,,,,,,"Sổ đỏ",,,,,
"498654","Nhà riêng","Thổ Quan, Đống Đa, Hà Nội","Khâm Thiên, Thổ Quan, Đống Đa, Hà Nội","3,8 Tỷ","40 m²","08/08/2020","22/09/2020","Khâm Thiên","4",,"5",,,,"Sổ hồng",,,,,
"498649","Nhà riêng","Yết Kiêu, Hà Đông, Hà Nội","Huỳnh Thúc Kháng Yết Kiêu Hà Đông Hà Nội","3,1 Tỷ","33 m²","08/08/2020","22/09/2020","Huỳnh Thúc Kháng",,,"3","2",,,,,,,,
"498648","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","3,68 Tỷ","56 m²","08/08/2020","22/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"498647","Nhà riêng","Khương Thượng, Đống Đa, Hà Nội","Khương Thượng, Khương Thượng, Đống Đa, Hà Nội","3,3 Tỷ","27 m²","08/08/2020","22/09/2020","Khương Thượng",,,"5","4",,,,"4",,"Nam",,
"498643","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Yên Hòa, Yên Hòa, Cầu giấy, Hà Nội","3,3 Tỷ","30 m²","08/08/2020","22/09/2020","Yên Hòa",,,"5","4",,,,"3",,,,
"498640","Nhà riêng","Quán Thánh, Ba Đình, Hà Nội","Quán Thánh, Quán Thánh, Ba Đình, Hà Nội","57 Tỷ","50 m²","08/08/2020","22/09/2020","Quán Thánh",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498637","Nhà phố Shophouse","Trâu Quỳ, Gia Lâm, Hà Nội","Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, Hà Nội","5,8 Tỷ","65 m²","08/08/2020","22/09/2020","Ngô Xuân Quảng",,,,,,,,,,,,
"498635","Căn hộ Cao cấp","Nghĩa Đô, Cầu Giấy, Hà Nội","Cầu Giấy, Nghĩa Đô, Cầu Giấy, Hà Nội","3,55 Tỷ","93 m²","08/08/2020","22/09/2020","Cầu Giấy",,,,"2","Kệ ti vi,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Nam","Bắc","Tràng An Complex"
"498634","Nhà riêng","Yết Kiêu, Hà Đông, Hà Nội","Huỳnh Thúc Kháng Yết Kiêu Hà Đông Hà Nội","3,1 Tỷ","33 m²","08/08/2020","22/09/2020","Huỳnh Thúc Kháng",,,"3","2",,,,"4",,,,
"498630","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội","3,5 Tỷ","48 m²","08/08/2020","22/09/2020","Khương Hạ",,,,,,,"Sổ đỏ",,,,,
"498629","Nhà riêng","Thịnh Quang, Đống Đa, Hà Nội","Thịnh Quang, Đống Đa, Hà Nội","4,5 Tỷ","45 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498628","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Giáp Nhất, Nhân Chính, Thanh Xuân, Hà Nội","2,59 Tỷ","35 m²","08/08/2020","22/09/2020","Giáp Nhất",,,,,,,,,,,,
"498626","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội","2,6 Tỷ","35 m²","08/08/2020","22/09/2020","Quan Nhân",,,,,,,,,,,,
"498624","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","3,15 Tỷ","54 m²","08/08/2020","22/09/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"498623","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Lê Trọng Tấn, Khương Mai, Hà Nội","5,69 Tỷ","60 m²","08/08/2020","22/09/2020",,,,"4","3",,,,"6",,,,
"498622","Nhà mặt phố","Ô Chợ Dừa, Đống Đa, Hà Nội","Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội","51 Tỷ","145,6 m²","08/08/2020","07/09/2020","Hào Nam",,,,,,,,,,"Đông-Nam",,
"498619","Nhà mặt phố","Long Biên, Long Biên, Hà Nội","Long Biên, Long Biên, Hà Nội","5,7 Tỷ","70 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498617","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Nhân Hòa, Nhân Chính, Thanh Xuân, Hà Nội","4,95 Tỷ","45 m²","08/08/2020","22/09/2020","Nhân Hòa",,,"5",,,,"Sổ đỏ",,,,,
"498612","Nhà riêng","Trung Phụng, Đống Đa, Hà Nội","Chợ Khâm Thiên, Trung Phụng, Đống Đa, Hà Nội","2,25 Tỷ","30 m²","08/08/2020","22/09/2020","Chợ Khâm Thiên","4.2","3","5",,,,,"3",,,,
"498610","Căn hộ Cao cấp","Nhân Chính, Thanh Xuân, Hà Nội","Ngụy Như Kon Tum, Nhân Chính, Thanh Xuân, Hà Nội","2,861 Tỷ","75 m²","08/08/2020","22/09/2020","Ngụy Như Kon Tum",,,,"2","Bàn trà,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ hồng","2","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Tây-Nam","Đông-Nam",
"487461","Nhà riêng","Dịch Vọng, Cầu Giấy, Hà Nội","Cầu Giấy, Dịch Vọng, Cầu Giấy, Hà Nội","3,7 Tỷ","42 m²","08/08/2020","22/09/2020","Cầu Giấy",,,"4",,,,,"4",,,,
"498607","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung, Khương Trung, Thanh Xuân, Hà Nội","2,45 Tỷ","32 m²","08/08/2020","22/09/2020","Khương Trung",,,,,,,"Sổ đỏ",,,,,
"498605","Nhà mặt phố","Thanh Xuân, Hà Nội","Thanh Xuân, Hà Nội","7 Tỷ","49 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498604","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội","3 Tỷ","43 m²","08/08/2020","22/09/2020","Doãn Kế Thiện",,,,,,,"Sổ đỏ",,,,,
"498603","Nhà mặt phố","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","SỐ 375 TRẦN CUNG, P CỔ NHUẾ 1 , Q.BẮC TỪ LIÊM,HÀ NỘI.","5,4 Tỷ","32 m²","08/08/2020","22/09/2020","Trần Cung",,,"4","3",,,,"3",,,,
"498602","Nhà riêng","Vạn Phúc, Hà Đông, Hà Nội","Ngô Quyền, Vạn Phúc, Hà Đông, Hà Nội","2,85 Tỷ","40 m²","08/08/2020","22/09/2020","Ngô Quyền",,"4","3",,,,"Sổ đỏ","4",,"Đông-Nam","Đông-Nam",
"498600","Nhà riêng","Thượng Thanh, Long Biên, Hà Nội","Thượng Thanh, Long Biên, Hà Nội","4,1 Tỷ","48 m²","08/08/2020","22/09/2020",,"3.88","4","5","5",,,"Sổ đỏ","5",,"Tây-Bắc","Tây-Bắc",
"498598","Đất nền khu dân cư","Phú Mãn, Quốc Oai, Hà Nội","Phú Mãn, Quốc Oai, Hà Nội","2,8 Triệu/m²","1175 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
"498597","Nhà riêng","Ngọc Lâm, Long Biên, Hà Nội","Ngọc Lâm, Long Biên, Hà Nội","3,45 Tỷ","50 m²","08/08/2020","22/09/2020",,,,,,,,,,,,,
